日期,收盘价,信号,策略日收益,策略累计净值,市场累计净值
2025-10-14,247.07101440429688,0,0.0004441806313149055,0.8741952392168577,1.0196823577568568
2025-10-15,248.63658142089844,0,0.0,0.8741952392168577,1.02614358134702
2025-10-16,246.75192260742188,0,-0.0,0.8741952392168577,1.0183654397178756
2025-10-17,251.57826232910156,0,0.0,0.8741952392168577,1.0382841399288396
2025-10-20,261.5001525878906,0,0.0,0.8741952392168577,1.079232595484745
2025-10-21,262.0286865234375,1,0.0,0.8741952392168577,1.081413898422495
2025-10-22,257.72088623046875,1,-0.01644018580608131,0.8598233070533409,1.0636352529991504
2025-10-23,258.84771728515625,1,0.004372292332100125,0.8635827059057312,1.06828577725999
2025-10-24,262.07855224609375,1,0.012481604994716955,0.8743616041211153,1.0816196983532234
2025-10-27,268.0516357421875,1,0.022791195406501652,0.8942893502965819,1.106271104253913
2025-10-28,268.2410888671875,1,0.0007067784700340862,0.8949214147553523,1.1070529928524206
2025-10-29,268.93914794921875,1,0.0026023570250897077,0.897250319785944,1.1099339399855168
2025-10-30,270.63433837890625,1,0.006303249053230431,0.9029059120146455,1.1169301300418788
2025-10-31,269.60723876953125,1,-0.0037951562818203666,0.8994792429707704,1.112691205642496
2025-11-03,268.2909851074219,1,-0.004882115436205092,0.8950878814741168,1.1072589187316992
2025-11-04,269.2781982421875,1,0.0036796358788213634,0.8983814789574871,1.1113332283762094
2025-11-05,269.3778991699219,1,0.00037025250608935245,0.8987141069514953,1.111744702289116
2025-11-06,269.0089416503906,1,-0.0013696651457605347,0.8974831695632006,1.1102219843194068
2025-11-07,267.7126159667969,1,-0.004818894404181151,0.8931582929395457,1.1048719418117712
2025-11-10,268.9303283691406,1,0.004548580566314353,0.8972208953934531,1.1098975408545622
2025-11-11,274.73956298828125,1,0.021601262506795837,0.9166019994814295,1.1338727289902086
2025-11-12,272.962890625,1,-0.006466751071293797,0.910674562519333,1.1265402563053004
2025-11-13,272.4438171386719,1,-0.001901626573266424,0.9089427995716485,1.1243979974180558
2025-11-14,271.90484619140625,1,-0.001978282909578022,0.9071446535654719,1.1221736200761998
2025-11-17,266.9639892578125,1,-0.01817127205638569,0.8906606812710379,1.101782297931296
2025-11-18,266.94403076171875,1,-7.47610048428271e-05,0.8905940945835321,1.1016999275795845
2025-11-19,268.0619812011719,1,0.004187958188325291,0.8943238654144173,1.1063138008123687
2025-11-20,265.7562561035156,0,-0.008601462569680418,0.8866313721608833,1.0967978840643602
2025-11-21,270.98651123046875,0,0.0,0.8866313721608833,1.1183835763090781
2025-11-24,275.4083557128906,0,0.0,0.8866313721608833,1.1366328914638373
2025-11-25,276.45635986328125,1,0.0,0.8866313721608833,1.140958090619982
2025-11-26,277.0353088378906,1,0.002094178534708613,0.8884881365486619,1.1433474605623606
2025-11-28,278.3328857421875,1,0.0046837961187689015,0.8926496338342007,1.148702666960547
2025-12-01,282.57501220703125,1,0.01524119743713337,0.9062546831456526,1.1662102711042543
2025-12-02,285.6592712402344,1,0.010914832876105063,0.9161463015553749,1.1789392613117544
2025-12-03,283.623046875,1,-0.007128157809805358,0.9096158661410186,1.170535596208949
2025-12-04,280.179443359375,1,-0.012141479874668626,0.8985717834085882,1.1563235618249947
2025-12-05,278.26300048828125,1,-0.006840055245008081,0.8924255027684681,1.1484142447810073
2025-12-08,277.3746643066406,1,-0.003192433705098474,0.8895764935141406,1.1447480084385533
2025-12-09,276.6659851074219,1,-0.0025549528865235205,0.8873036674842532,1.1418232312100511
2025-12-10,278.26300048828125,1,0.005772358970110858,0.8924255027684681,1.1484142447810075
2025-12-11,277.514404296875,1,-0.002690246960942222,0.8900246577717779,1.1453247268490827
2025-12-12,277.763916015625,1,0.0008990946591842519,0.8908248741881227,1.1463544821940244
2025-12-15,273.6016540527344,1,-0.014984890847580368,0.8774759606841042,1.1291764854057125
2025-12-16,274.1007385253906,1,0.0018241281266524467,0.8790765892644494,1.1312362479926956
2025-12-17,271.33587646484375,0,-0.010087028861802017,0.8702093183368045,1.1198254353096766
2025-12-18,271.68524169921875,0,0.0,0.8702093183368045,1.1212672943102748
2025-12-19,273.1625061035156,0,0.0,0.8702093183368045,1.1273640857709633
2025-12-22,270.4674987792969,0,-0.0,0.8702093183368045,1.1162415693189338
2025-12-23,271.85491943359375,0,0.0,0.8702093183368045,1.1219675682483712
2025-12-24,273.3022155761719,0,0.0,0.8702093183368045,1.1279406782329424
2025-12-26,272.89300537109375,0,-0.0,0.8702093183368045,1.1262518341257604
2025-12-29,273.2523498535156,0,0.0,0.8702093183368045,1.1277348783022143
2025-12-30,272.57354736328125,0,-0.0,0.8702093183368045,1.124933404704179
